ID,Location,Output,Model,COP,FlowT,OutsideT,Days,installer_name,installer_url,installer_logo,heatgeek,ultimaterenewables,heatingacademy,betateach,youtube,url,share,hp_type,refrigerant,dhw_method,cylinder_volume,dhw_coil_hex_area,new_radiators,old_radiators,fan_coil_radiators,UFH,hydraulic_separation,flow_temp,design_temp,flow_temp_typical,wc_curve,freeze,zone_number,space_heat_control_type,dhw_control_type,dhw_target_temperature,legionella_frequency,legionella_target_temperature,property,floor_area,heat_demand,water_heat_demand,EPC_spaceheat_demand,EPC_waterheat_demand,heat_loss,age,insulation,kwh_m2,electricity_tariff,electricity_tariff_type,electricity_tariff_unit_rate_all,solar_pv_generation,solar_pv_self_consumption,solar_pv_divert,battery_storage_capacity,mid_metering,electric_meter,heat_meter,metering_inc_boost,metering_inc_central_heating_pumps,metering_inc_brine_pumps,metering_inc_controls,indoor_temperature,notes,timestamp,combined_elec_kwh,combined_heat_kwh,combined_cop,combined_data_length,combined_elec_mean,combined_heat_mean,combined_flowT_mean,combined_returnT_mean,combined_outsideT_mean,combined_roomT_mean,combined_prc_carnot,combined_cooling_kwh,running_elec_kwh,running_heat_kwh,running_cop,running_data_length,running_elec_mean,running_heat_mean,running_flowT_mean,running_returnT_mean,running_outsideT_mean,running_roomT_mean,running_prc_carnot,space_elec_kwh,space_heat_kwh,space_cop,space_data_length,space_elec_mean,space_heat_mean,space_flowT_mean,space_returnT_mean,space_outsideT_mean,space_roomT_mean,space_prc_carnot,water_elec_kwh,water_heat_kwh,water_cop,water_data_length,water_elec_mean,water_heat_mean,water_flowT_mean,water_returnT_mean,water_outsideT_mean,water_roomT_mean,water_prc_carnot,from_energy_feeds_elec_kwh,from_energy_feeds_heat_kwh,from_energy_feeds_cop,quality_elec,quality_heat,quality_flowT,quality_returnT,quality_outsideT,quality_roomT
170,Devon,11.2 kW,Mitsubishi Ecodan,3.61,41.7,7.8,361,Reco Energy ,https://www.recoenergy.co.uk/,recoenergy.png,1,0,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=463856e9d86ffa6e4cdb1e5fd2aecb8d,1,Air Source,R32,Cylinder with coil,210,3,1,0,0,0,None,45,-1.9,39.4,50,Glycol/water mixture,1,Room influence only (e.g Auto adapt),Automatic top up of tank if temperature drops by 3-6C,50,Fornightly,65,Detached,144,15878,734,0,0,7.03,Pre-1900,Solid walls,110,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,0,,False,3878.74,13997.1,3.6086718882936215,31153300,448.217,1617.47,31.2601,28.870899999999995,10.9095,0,56.995,251.261,3740.99,13666.3,3.653123905704105,8542260,1576.58,5759.45,41.7311,35.6029,7.8092,0,50.4768,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3935.14,14640,3.720325071026698,98.7864,98.7862,98.7862,98.7862,98.9155,0
172,"Wadhurst, East Sussex",15 kW,Kensa Evo15,2.89,37.9,0.0,186,,,N/A,0,0,0,0,N/A,https://emoncms.org/app/view?name=Chevincoteheatpump&readkey=6b9c46d7653ab588480aef77d4afe957,1,Ground Source,R407C,Cylinder with coil,0,0,1,0,0,1,Buffer,45,0,0,0,Central heat pump water circulation,0,Room influence only (e.g Auto adapt),Twice daily scheduled heat up of tank,0,Other,0,Detached,200,0,0,0,0,0,Pre-1900,"Fully insulated walls, floors and loft",0,,,0,0,0,0,0,0,"OpenEnergyMonitor EmonPi v1, EmonTx3 or earlier",Kamstrup heat meter (class 2),0,0,0,0,0,"/!\ Massive data glitch in daily electrical usage on Feb 16; recommend setting ""Start Date"" in the app to '1708128000' (Feb 17th)",False,3010.65,8690.44,2.886566023948317,16034600,675.344,1949.93,37.4248,36.1702,0,0,0,525.167,2989.88,8659.4,2.896236638259729,9675500,1113.07,3221.93,37.8686,36.6775,0,0,0,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9224.69,10653,1.1548355554495597,92.5223,92.1207,92.1207,92.1207,0,0
173,NE Derbyshire,12 kW,Samsung Gen 6,3.23,36.0,7.0,182,,,N/A,0,0,0,0,N/A,https://emoncms.org/app/view?name=PTC&readkey=8162c0dddb4c4a769087922cd6753851,1,Air Source,R32,Cylinder with coil,170,0,1,1,0,0,None,50,-3.7,38,0,Central heat pump water circulation,1,Weather compensation with significant room influence,Daily scheduled heat up of tank,50,Monthly,62,End-terrace,110,21087,2284,0,0,9.8,Pre-1900,Solid walls,192,Octopus Agile,Variable half hourly,17,4000,60,1,0,1,SDM630 Modbus/MBUS Three Phase (class 1),Sontex heat meter (class 2),0,1,0,1,1,AE120RXYDEG - data from passive living ,False,728.34,2355.45,3.2339978581431743,15741600,166.567,540.061,24.1002,20.2422,12.2988,17.8496,12.5245,43.176,704.916,2357.55,3.3444410397834634,1394400,1819.92,6086.62,36.0246,31.6093,7.04891,16.8913,40.3107,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,756.328,2478.3,3.276752943167515,88.4439,88.6927,88.6927,88.6927,88.6428,88.6772
174,"Ealing, London",5 kW,Vaillant Arotherm+,4.44,31.6,10.2,197,Libtek,https://www.libtek.co.uk/,libtek.png,1,0,1,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=04d91f1ea84bfe27543a28e8a4e91028,1,Air Source,R290,Cylinder with coil,140,3,0,0,0,1,None,40,-2.7,28,0.4,Anti-freeze valves,1,"Pure weather compensation, no room influence",Twice daily scheduled heat up of tank,48,Disabled,0,End-terrace,170,11257,2635,14856,2164,6,1900 to 1939,"Fully insulated walls, floors and loft",66,,Single fixed rate,27,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,0,,False,730.828,3247.36,4.44339844669334,16985000,154.983,688.267,28.0044,26.699,14.6668,21.9672,43.9691,11.763,687.84,3209.95,4.666710281460804,4852400,510.524,2381.46,31.579200000000004,29.1551,10.1535,18.3938,46.4269,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,767.771,3422,4.457058159268844,94.6645,94.5309,94.5309,94.5309,99.9599,80.072
175,Wokingham,7 kW,Vaillant Arotherm+,4.08,34.6,9.1,198,Alton & Jones,https://www.altonandjones.co.uk/,N/A,1,0,1,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=2e9975d4b0605dd7876c19e8d57297d9,1,Air Source,R290,Cylinder with coil,250,3,1,0,0,1,None,40,-2,40,0.5,Anti-freeze valves,2,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,55,Fornightly,60,Detached,250,0,0,0,0,0,2012 or newer,"Fully insulated walls, floors and loft",0,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),1,1,0,0,1,,False,2703.66,11019.2,4.075660401085936,17134600,571.797,2314.99,29.2637,27.7837,13.1282,22.6049,44.1507,263.386,2672.6,10823.7,4.049876524732471,8321980,1162.9,4682.2,34.5892,31.2529,9.12963,21.3738,49.6957,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2767.54,11598,4.1907253373031645,98.7373,98.2135,98.2135,98.2135,99.9175,98.3202
176,Crystal Palace,18 kW,2 x NIBE 2050 Cascade,4.56,27.5,12.1,200,Urban Plumbers,https://www.urbanplumbers.co.uk/,urbanplumbers.png,1,0,1,0,N/A,https://emoncms.org/app/view?name=TOTAL&readkey=a72728b217d080b1b6cd9964828f9875,1,Air Source,R32,Cylinder with coil,300,3,1,0,0,1,Buffer,40,-2,30,8,Central heat pump water circulation,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,50,Weekly,60,Detached,300,35000,5000,0,0,0,1900 to 1939,Some insulation in walls and loft,117,,,30,0,0,0,0,0,"OpenEnergyMonitor EmonPi v2, EmonTx4 or newer",Sontex heat meter (class 2),0,1,0,0,1,,False,2549.92,11618.2,4.556299805484094,17255100,531.616,2422.99,26.5418,25.3595,14.7685,21.8699,58.5437,267.27,2431.91,11510.6,4.733152131452234,9898850,884.3960000000001,4186.14,27.5075,25.7005,12.0939,20.4852,43.4756,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2552.13,12292.2,4.816447438022358,99.0459,99.5649,99.5649,99.5649,99.9587,82.61
193,"Lucens, Switzerland",12.7 kW,Daikin Altherma 3 H HT,3.75,29.8,7.2,194,R-S-C,https://www.hydro-concept.ch,hydro-concept.png,0,0,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=86e17e112049e265dad1f38f9aebd8e3,1,Air Source,R32,Cylinder with coil,463,4.3,0,0,0,1,Buffer,35,-10,28,0.45,Anti-freeze valves,1,Weather compensation with significant room influence,Daily scheduled heat up of tank,45,Disabled,60,Detached,240,14500,3000,12000,3000,7,1983 to 2011,"Fully insulated walls, floors and loft",60,,On peak & Off peak,24.19,6000,70,0,9,1,SDM630 Modbus/MBUS Three Phase (class 1),Kamstrup heat meter (class 2),1,1,0,1,1,Pumps run continuously consuming approximately 60W electrical power. There is also solar thermal system which is not taken account of in the EMON CMS calculation.,False,1037.39,3886.73,3.7466430175729473,16727400,222.664,836.137,25.6766,24.1273,16.0325,22.9621,26.3214,57.397,961.914,3852.93,4.005482818630355,4277250,809.406,3242.87,29.7856,26.2884,7.15779,20.5936,45.6378,908.36,3734.02,4.11072702452772,4194590,779.42,3204.72,29.4378,25.9271,7.11028,20.5355,46.0137,53.5537,118.916,2.220500170856542,82660,2332.37,5179.02,47.4317,44.6029,9.54832,23.5402,35.5309,1223.77,4063,3.32006831349028,99.3512,99.2694,99.2694,99.2694,94.7557,94.7545
195,"Louth, Lincolnshire",7 kW,Vaillant Arotherm+,4.10,35.2,8.8,197,Heat Geek ,,elitesg.png,1,0,0,0,N/A,https://emoncms.org/app/view?name=MyHeatpump&readkey=eabf080d8fa2b3c49b87b527e4e31fbb,1,Air Source,R32,Cylinder with coil,300,0,1,1,0,1,None,45,-3,35,0.75,Anti-freeze valves,1,"Pure weather compensation, no room influence",Manual control of tank temperature,50,Weekly,70,Detached,214,0,0,0,0,0,1983 to 2011,"Cavity wall, plus some loft insulation",0,Octopus Agile,Variable half hourly,0,0,75,0,13,1,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),1,1,0,1,1,,False,1947.99,7984.47,4.0988249426331755,17049900,411.344,1685.88,28.8132,28.0685,12.9531,21.4773,32.9516,85.108,1916.56,7905.52,4.12484868723129,6661670,1036.14,4272.19,35.2191,32.0644,8.75982,21.5267,47.7427,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1963.4,8173,4.162676988896812,99.7431,99.665,99.665,99.665,99.9579,99.691
196,Ashstead,12 kW,Vaillant Arotherm+,4.55,33.0,9.4,197,Heat Geek,https://heatgeek.com,heatgeek.png,1,0,0,,https://www.youtube.com/watch?v=BesfqnHPxLU,https://emoncms.org/app/view?name=MyHeatpump&readkey=90701adb88b002be223bd23e4338e035,1,Air Source,R290,Cylinder with coil,300,6,1,1,0,1,None,45,-2,40,0.8,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,50,Other,0,Detached,300,0,0,0,0,12.5,Pre-1900,Some insulation in walls and loft,0,,Single fixed rate,15,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),1,1,0,1,1,Monitoring: Immersion heater not in use and no booster heater. Performance update video: https://youtu.be/XCMaup9Eosw?si=u6WWhkwl-ZP4uGxc ,False,1740.27,7918.14,4.5499491458222,17041500,367.63,1672.69,24.8584,24.5781,14.8467,21.6443,43.9165,85.281,1695.45,7828.86,4.617570556489428,4244140,1438.12,6640.66,33.0148,30.2352,9.44537,20.9514,49.5778,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1744.76,7940.54,4.5510786583828144,99.6166,99.618,99.618,99.6181,99.9579,99.738
197,Caversham,14 kW,Samsung HTQ ,3.50,27.3,10.8,346,Carter Electrical,http://carterrenewables.co.uk/,carterrenewables.png,0,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=3cda32e70c3f8b734a915023e4ff7449,1,Air Source,R32,Cylinder with plate heat exchanger,300,3,1,0,0,1,None,40,-2,35,0,Anti-freeze valves,0,Weather compensation with simple set point control,Daily scheduled heat up of tank,50,Disabled,0,Bungalow,150,22041,5721,15,2,11.786,1940 to 1982,"Cavity wall, plus some loft insulation",147,Octopus Agile,Variable half hourly,13,5540,65,0,13,1,Other Modbus/MBUS meter (class 1),Other heat meter,0,1,0,1,0,"Was radiators only, UFH added to lounge diner",False,4408.91,15432.4,3.5002755783175434,29862000,531.514,1860.42,27.9429,25.443400000000004,11.1574,0,30.58,191.612,4408.91,15405.4,3.4941516157054693,19644100,807.979,2823.22,27.2636,24.5377,10.7617,0,31.891200000000005,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4442.46,16070,3.6173651535410563,94.6916,99.3891,99.3891,99.3891,98.8927,0
202,"Robertsbridge, East Sussex",5 kW,Vaillant Arotherm+,4.26,29.8,9.3,158,Chris Chapman - Climergy,https://climergy.co.uk/,climergy.png,1,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=4a3d766911a17654c0fecb4dc79e1b7c,1,Air Source,R290,Cylinder with coil,200,0,1,0,0,1,None,37.5,-1.8,30,0.5,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,48,Flexible,51,Semi-detached,166,12040,6340,0,0,5.06,1900 to 1939,"Fully insulated walls, floors and loft",73,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),1,1,0,1,0,,False,268.237,1142.34,4.258696600394426,13633500,70.8224,301.639,20.628,20.4775,14.5972,0,25.9557,10.458,244.689,1134.41,4.636129944541848,1198530,734.964,3407.42,29.7535,26.1767,9.28131,0,46.4907,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,291.35,1252,4.297237000171615,82.6154,82.615,82.615,82.615,99.9564,0
204,"Caersws, Mid Wales",12 kW,Stiebel Eltron WPE-I 12 H ,5.14,32.7,10.0,183,Richard Burrows,https://mwphs.co.uk/,mwphs.png,0,0,1,https://betatalk.buzzsprout.com/509671/2505385,,https://emoncms.org/app/view?name=MyHeatpump&readkey=83a2a4b0dbc4c23c7281daa1f988a3b3,1,Ground Source,R454C,Cylinder with coil,300,4,0,0,0,1,Low loss header,35,-4.5,30,0.2,Glycol/water mixture,4,Custom controller,Daily scheduled heat up of tank,50,Flexible,60,Detached,251,0,0,14067,2333,7,2012 or newer,"Fully insulated walls, floors and loft",0,Octopus Energy Intelligent Octopus Go,On peak & Off peak,10,3500,90,1,20,1,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),1,1,1,0,1,"Stiebel Eltron WPE-I 12 H 230 Premium. External brine circuits are glycol filled. System water is chemical free, filled to VDI standards.",False,578.75,2974.35,5.1392656587473,15843000,131.488,675.264,28.0995,26.092,12.9466,21.9082,43.3386,7.437,486.819,2942.79,6.044936619154141,2613340,670.622,4053.8300000000004,32.7229,27.157600000000002,10.0039,21.3089,61.7998,307.369,2162.53,7.035615172642654,1850810,597.8580000000001,4206.32,28.7288,22.6464,8.51927,21.0649,66.3826,179.45,780.262,4.348074672610755,762530,847.229,3683.71,42.4173,38.1072,13.606399999999999,21.9003,51.682199999999995,584.101,3046,5.214851541086216,99.4485,97.7369,97.7369,97.7369,99.9557,98.6556
208,"Goudhurst, Kent",12 kW,Vaillant Arotherm+,4.57,34.4,10.1,183,Fahrenheit South East ,,N/A,0,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=e1a94003cfe0175281964087c43b6e50,1,Air Source,R290,Cylinder with coil,250,0,1,1,0,1,Buffer,38,-2,0,0.6,Anti-freeze valves,0,"Pure weather compensation, no room influence",Twice daily scheduled heat up of tank,45,Weekly,60,Detached,225,0,0,0,0,0,1900 to 1939,Some insulation in walls and loft,0,,,0,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),1,1,0,1,0,,False,1282,5858.69,4.569960998439937,15837600,291.404,1331.42,28.5007,24.4309,13.759,21.5544,46.3988,77.871,1232.39,5727.1,4.647149035613726,2992520,1482.57,6889.7,34.4212,31.1913,10.1264,19.5648,50.7518,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1284.34,5933,4.619493280595481,99.0849,99.1139,99.1139,99.1139,99.5496,95.7071
209,Aberdeenshire,10 kW,Vaillant Arotherm+,4.41,33.7,7.9,182,Aberdeen Air Source Heating Ltd.,https://www.aberdeenairsource.com/,aberdeenairsource.png,0,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=411554297c24d7c36cc5f8c6d55d37d7,1,Air Source,R290,Cylinder with coil,250,2.4,1,1,0,1,None,35,-4.7,32,0.4,Anti-freeze valves,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,55,Weekly,60,Detached,153,26697,2635,19358,3481,9.33,Pre-1900,"Fully insulated walls, floors and loft",174,Intelligent Octopus,On peak & Off peak,7,12000,35,0,100,1,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),1,1,0,1,0,"Primary pipework in 35mm copper, heating pipework 28-22-15 to radiators though 4 radiators on ground floor still on microbore meantime. Heating curve has been reduced from 0.6 to 0.40 as house too warm at 0.6.",False,2449.93,10802.3,4.40922801875972,15746300,560.111,2469.82,29.565,28.3061,11.0449,0,48.2121,73.771,2348.9,10591.9,4.509302226574141,6520120,1296.91,5848.16,33.684,31.1084,7.88455,0,50.9763,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2452.63,10931,4.456848362777916,99.59,99.6116,99.6116,99.6116,99.9545,0
210,"Farnham, Surrey",7 kW,Vaillant Arotherm+,4.16,34.9,2.7,187,Neater Heat Ltd,https://www.neaterheat.co.uk,neaterheat.jpg,0,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=9887264b0ccf0470d83dff1a4004475f,1,Air Source,R290,Cylinder with coil,200,2.5,1,1,0,0,None,45,-3,0,0.5,Anti-freeze valves,1,Weather compensation with a little room influence,Daily scheduled heat up of tank,55,Disabled,0,Detached,132,14248,1910,13000,2000,6.064,1940 to 1982,Some insulation in walls and loft,108,Intelligent Octopus Go,On peak & Off peak,0,6510,61,0,13,1,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,1,EV charging included,False,1014.4,4217.2,4.157334384858044,16136600,226.282,940.761,29.257,28.4086,9.36111,20.4799,48.9417,28.948,977.936,4151.29,4.244950589813648,3836920,917.544,3894.95,34.9279,32.0622,2.6611,16.9403,57.3521,60.6527,297.933,4.912114382377041,313130,697.302,3425.29,32.0132,28.9849,11.7752,21.4321,46.8537,121.916,473.643,3.8849945864365627,260520,1684.7,6545.05,46.0859,39.9255,19.8754,22.1415,41.5235,1021.38,4272,4.182576514127945,98.845,99.2848,99.2848,99.2848,51.5678,88.1088
211,"Beauly, Invernessshire",7 kW,Vaillant Arotherm+,3.06,33.7,8.2,184,Plumbing and Renewables,https://plumbingandrenewables.co.uk/,plumbingandrenewables.png,0,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=d4aa9dbdb36f21cfae5284267a3a9daa,1,Air Source,R290,Cylinder with coil,238,2.86,0,0,0,1,None,50,-3.7,38,0.8,Glycol/water mixture,1,Weather compensation with a little room influence,Twice daily scheduled heat up of tank,45,Weekly,60,Detached,127,6868,2531,6868,2531,5.23,1983 to 2011,"Fully insulated walls, floors and loft",54,Cosy Octopus,On peak & Off peak,16,4000,30,0,13,1,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),1,1,0,1,1,,False,910.059,2780.73,3.0555491457147284,15887800,205.84,630.082,26.2669,25.4307,11.3511,21.3326,29.4651,61.995,765.783,2664.31,3.47919710936388,3616820,762.248,2651.91,33.7081,30.6722,8.16248,20.4056,43.2455,450.308,1719.73,3.8190083231921266,2948450,550.05,2099.75,30.364399999999996,27.4924,7.73404,20.2906,41.7293,315.475,944.58,2.9941516760440603,668370,1699.2200000000003,5087.74,48.4577,44.6989,10.0267,20.9143,43.8718,912.095,2939,3.2222520680411577,99.6139,99.3982,99.3982,99.3982,99.955,99.5652
212,"Edwinstowe, Nottinghamshire",6 kW,Mitsubishi Ecodan,3.49,38.2,10.7,167,Ipsum Renewables,https://ipsumrenewables.co.uk/,ipsumrenewables.png,0,0,0,,,https://emoncms.org/app/view?name=MyEcodan&readkey=0389cfc63b280f2e4012b5fbcebc494d,1,Air Source,R32,Cylinder with coil,250,2.97,1,1,0,0,Low loss header,45,-3.6,30,0,Anti-freeze valves,1,"Pure weather compensation, no room influence",Twice daily scheduled heat up of tank,45,Disabled,65,Detached,117,4368,2135,0,0,5.51,2012 or newer,"Fully insulated walls, floors and loft",37,Octopus Intelligent Go,On peak & Off peak,12,4803,53,1,9,0,Other electricity meter,Heat pump integration,0,0,0,0,1,PUZ-WM60VAA,False,695.763,2431.65,3.4949400873573326,14425700,173.204,606.956,30.5336,29.232399999999995,14.8588,22.6989,37.9377,4.913,689.014,2263.48,3.285100157616536,2214380,1119.84,3679.83,38.215,33.7935,10.6645,21.448,36.8536,237.588,835.047,3.5146850851053086,1135480,752.956,2647.48,30.377899999999997,27.4276,7.9474,20.6281,34.2591,451.427,1428.44,3.1642768376725363,1078900,1506.29,4766.3,46.4614,40.4933,13.524,22.3111,39.3403,723.302,2444.43,3.3795427083016496,97.6922,93.2673,93.2897,93.284,99.7941,99.7921
213,Solihull,8 kW,Viessmann Vitocal 151A,4.00,28.7,9.6,197,NMB Heat Pumps Ltd,https://www.nmbheatpumps.co.uk/,nmbheatpumps.png,1,0,1,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=ea145cf580039c0917beb5dc6ca24f11,1,Air Source,R290,Cylinder with coil,190,0,1,0,0,1,None,40,-3.4,27,0.4,Central heat pump water circulation,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 6-10C,50,Weekly,60,Detached,157,17953,4515,14464,3609,6.44,1940 to 1982,"Cavity wall, plus some loft insulation",114,Flexible Octopus,Single fixed rate,26.78,0,0,0,0,1,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),1,1,0,1,1,,False,1266.08,5061.59,3.9978437381524077,17040000,267.485,1069.26,23.9725,23.0354,13.1172,17.6708,52.6501,85.275,1171.69,4930.53,4.208049910812586,5550330,759.971,3197.9899999999993,28.666,26.140500000000003,9.55816,13.157899999999998,42.5302,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1266.75,5225,4.12472863627393,99.6075,99.6078,99.6078,99.6078,99.9369,87.3645
215,"Faaborg, Denmark ",12 kW,Sprsun EVI,3.71,34.1,7.4,179,Self-install ,,N/A,0,0,0,,,https://emoncms.org/app/view?name=Sprsun12kwEVIR32&readkey=1169673dca2096f87fb316b64aa95a99,1,Air Source,R32,None,160,0,1,0,0,1,Buffer,38,-10,32,0,Central heat pump water circulation,0,"Pure weather compensation, no room influence",Not applicable,0,No cylinder,0,Detached,200,4000,1000,0,0,8,Pre-1900,"Fully insulated walls, floors and loft",20,,,0,0,0,0,0,1,SDM630 Modbus/MBUS Three Phase (class 1),Kamstrup heat meter (class 2),0,0,0,0,0,,False,866,3213.57,3.710819861431871,15492200,201.244,746.647,31.2165,30.0802,15.8746,23.4787,17.074,27.378,796.497,3206.29,4.02548911044235,2300010,1246.69,5018.53,34.0964,29.5089,7.383110000000001,23.3523,45.3476,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,865.8,3427,3.958188958188958,98.5209,99.6034,99.6037,99.6036,99.5952,99.578
216,"Fetcham, Surrey",6 kW,Daikin Altherma 3 LT Split,3.61,36.2,11.8,176,BEIS EoH trial / Elite Renewables ,https://www.eliterenewables.co.uk/,eliterenewables.png,0,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=087f866fe33c980a1c700a62d5b51f4c,1,Air Source,R32,Cylinder with coil,210,0,1,0,0,0,None,50,-1.94,0,0,Central heat pump water circulation,0,Weather compensation with a little room influence,Twice daily scheduled heat up of tank,49,Disabled,0,Bungalow,99,11690,2697,8801,2692,5.51,1940 to 1982,Some insulation in walls and loft,118,Octopus Go,On peak & Off peak,23.32,0,0,0,0,1,SDM630 Modbus/MBUS Three Phase (class 1),Sontex heat meter (class 2),0,0,0,0,0,"Fridge split, Madoka room sensor 2 degC modulation",False,844.785,3045.57,3.60514213675669,15219400,199.818,720.399,29.0546,29.7492,15.6577,0,212.89,5.247,784.032,2936.27,3.7450894861434225,4003550,704.993,2640.3,36.1993,31.7156,11.8282,0,43.6093,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,844.953,3045.4,3.604224140277625,99.5293,99.5196,99.5239,99.5239,99.9529,0
222,"Foveran, Aberdeenshire",12 kW,Vaillant Arotherm+,4.34,35.5,8.4,164,Aberdeen Air Source Heating Ltd,https://www.aberdeenairsource.com/,aberdeenairsource.png,0,0,0,,,https://emoncms.org/app/view?name=MyHeatpump&readkey=f8406c43b730ca32b208b6326a6e97e8,1,Air Source,R290,Cylinder with coil,250,2.4,1,0,0,0,None,0,0,35,0.7,Anti-freeze valves,1,Weather compensation with simple set point control,Twice daily scheduled heat up of tank,47,Weekly,70,Detached,210,0,0,21950,2806,0,1983 to 2011,Some insulation in walls and loft,0,Octopus Tracker,Single fixed rate,18.85,3700,60,1,0,0,Heat pump integration,Heat pump integration,0,1,0,1,1,"Figures are pulled from eBus system by eBusd, logged into Home Assistant via MQTT then passed to OpenEnergyMonitor.org from Home Assistant. The energy input metering on Arotherm+ is MID certified, but the yield output is not. Radiators are all Stelrad K2 type (except towel rads in two bathrooms), and were all replaced in 2015 while still on gas boiler.",False,1289.79,5602.94,4.34407151551803,14133600,328.525,1427.16,24.9557,23.2307,13.2081,21.2271,41.5957,6.378,1289.79,5598.41,4.34055931585762,3057930,1518.4300000000003,6590.810000000001,35.5399,31.5305,8.35955,21.0258,50.1438,1024.99,4692.27,4.577869052380999,2646720,1394.17,6382.31,33.712,29.839099999999995,7.97873,21.1049,50.7282,264.798,906.135,3.4219858156028367,411210,2318.21,7932.89,47.306200000000004,42.4195,10.8119,20.5186,47.1457,1289.58,5601.39,4.343576978551157,99.7459,99.7461,99.7625,99.7625,99.7445,99.7483
